Q1_GOING_OUT,Q2_GENDER,Q3_AGE,Q5_STATE_PROVINCE_COUNTY_ETC,Q6_Any_full_sized_candy_bar,Q6_Butterfinger,Q6_Candy_Corn,Q6_Chiclets,Q6_Dots,Q6_Fuzzy_Peaches,Q6_Good_N_Plenty,Q6_Gummy_Bears_straight_up,Q6_Healthy_Fruit,Q6_Heath_Bar,Q6_Hershey_s_Dark_Chocolate,Q6_Hershey_s_Milk_Chocolate,Q6_Hershey_s_Kisses,Q6_Jolly_Rancher_bad_flavor,Q6_Jolly_Ranchers_good_flavor,Q6_Junior_Mints,Q6_Kit_Kat,Q6_LaffyTaffy,Q6_LemonHeads,Q6_Licorice_not_black,Q6_Licorice_yes_black,Q6_Lollipops,Q6_Mike_and_Ike,Q6_Milk_Duds,Q6_Milky_Way,Q6_Regular_M_Ms,Q6_Peanut_M_M_s,Q6_Mint_Kisses,Q6_Mr_Goodbar,Q6_Nerds,Q6_Nestle_Crunch,Q6_Peeps,Q6_Pixy_Stix,Q6_Reese_s_Peanut_Butter_Cups,Q6_Reese_s_Pieces,Q6_Rolos,Q6_Skittles,Q6_Snickers,Q6_Sourpatch_Kids_i_e_abominations_of_nature,Q6_Starburst,Q6_Swedish_Fish,Q6_Tic_Tacs,Q6_Three_Musketeers,Q6_Tolberone_something_or_other,Q6_Trail_Mix,Q6_Twix,Q6_Whatchamacallit_Bars,Q6_York_Peppermint_Patties,Q7_JOY_OTHER,Q8_DESPAIR_OTHER,Q9_OTHER_COMMENTS
No,I'd rather not say,56,New Jersey,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,Wax figures filled with sugar Water,,
Yes,Male,43,New Jersey,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,,,
No,Other,35,New Jersey,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,Having good health insurance. The block button.,The candy I didn't get because my parents were sure it would contain hypodermic needles.,Suburbs kids have no idea how good they have it.
No,Male,33,New Jersey,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,,,
No,Male,44,New Jersey,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,,,
No,Male,34,New Jersey,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,Most any dark chocolate derivative of popular candy bars: eg dark chocolate snickers!,Almond Joy and Mounds Bars,
Yes,Male,32,New Mexico,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,,,
No,Male,67,New Mexico,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,"""Brach's Mellowcream mix with the cats, corn, pumpkin, honey pot, moon, wheat shock, and I forget what else.""",Mentos (dear God not Mentos) Those salty Dutch licorice dogs.,Thanks for not making it a scale one through ten scoring. This was hard enough.
No,Female,43,New Mexico,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,"""Popcorn ball, toffee, nilla wafer, milk duds, rice crispy treat""",Banana now and later,
No,Male,44,New Mexico,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,Mounds,,Bottom line is Twix is really the only candy worth eating. 
No,Male,50,New Mexico,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,White chocolate,Whoppers,
No,Female,45,New Mexico,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,Yarn,Coconut,
Yes,Male,42,New Mexico,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,Airplane miniature booze bottles,Sticky pennies from the couch,
No,Male,42,New Mexico,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,,,
No,Female,52,New Mexico,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,,,
No,Male,48,New Mexico,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,,Unwrapped crap,Nobody gives away tide pods or k cups anymore. SAD
No,Other,42,New York,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,,JOY,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,"""Puppies, after eights, fancy dark chocolate, score bar, crunchie bar""",Anything with raisins,
No,Female,42,New York,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,,,
No,Male,53,New York,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,,JOY,Dark chocolate Chocolate with nuts Cookies Cupcakes Candied or caramel or chocolate-covered or similar apples on a stick,Old candy that is stale or stuck to the wrapper,Chocolate
No,Female,,New York,MEH,JOY,JOY,MEH,JOY,MEH,MEH,,,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,"""kittens,Rice Krispie treats,warm sweaters,Jane Austen books""","""Donald no Trump ,Kim jun Crazy pants""",
No,Female,27,New York,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,Alcohol nips. ,super large jaw breakers,
,Male,31,New York,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,All da same candies but da ones made in da UK or dat dey sell in da UK.,,
,Other,30,New York,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,Small toys,Anything that doesn't come in its factory packaging,What the hell was with some of these choices... what do you people DO on Halloween lmaoooo
No,Male,64,New York,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,,,
No,Male,60,New York,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,Bonobo Turkish Taffy (vanilla),Red hots,
No,Male,44,New York,JOY,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,"""Mounds, 85% Dark Chocolate""",,"""Reeses Peanut Butter Cups are the food of the gods! The full size ones are better than the minis because of the proper chocolate to peanut butter ratio, but the minis are still better than all other candy/chocolate. """
No,Male,40,New York,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,JOY,"""White chocolate M&Ms. (There’s a thing, if a rare thing.)""",,
No,Female,51,New York,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,,,
No,Male,31,New York,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,"""Toffifay, Hi-Chew, Asian candy in general""",Those gross Violet candies,
No,I'd rather not say,99,New York,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,,,
No,Female,33,New York,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,Sour gummy worms,,
No,Male,50,New York,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,,,
No,Male,30,New York,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,,,
No,I'd rather not say,30,New York,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,Anything quality chocolate,,There's a tragic lack of actual good caramel nowadays
No,Male,45,New York,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,Baby Ruth,Bagged oregano,
No,Male,61,New York,JOY,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,,,
No,Female,60,New York,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,,,
No,Male,55,New York,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,,,
No,Male,43,New York,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,,,
No,Male,45,New York,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,,,
No,Male,47,New York,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,,,
No,Female,51,New York,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,pretzels,popcorn,
No,Male,40,New York,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,,,
Yes,Male,33,New York,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,,JOY,JOY,DESPAIR,Beer,Any health food,"""Alcoholic beverage """"treats"""" are great for parents to help get through the night."""
No,Female,30,New York,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,Payday,,
No,Female,,New York,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,,"""candy without wrappers, given out from people's bare hands""",
No,Female,39,New York,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,,,
No,Male,50,New York,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,,,
No,Male,42,New York,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,My Children,"""Trump, of course""",
No,Female,52,New York,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,,,
